,Country,Anomaly,Unc.
0,Afghanistan,,
1,Albania,-1.025,2.139
2,Algeria,,
3,Andorra,-1.084,2.216
4,Angola,,
5,Anguilla,,
6,Antarctica,,
7,Antigua and Barb,,
8,Argentina,,
9,Armenia,,
10,Aruba,,
11,Australia,,
12,Austria,-0.873,2.38
13,Azerbaijan,,
14,Bahamas,,
15,Bahrain,,
16,Bangladesh,,
17,Barbados,,
18,Belarus,-0.199,2.105
19,Belgium,-0.607,2.562
20,Belize,,
21,Benin,,
22,Bhutan,,
23,Bolivia,,
24,Bosnia and Herz,-0.998,2.332
25,Botswana,,
26,Brazil,,
27,British Virgin Is,,
28,Bulgaria,-0.845,2.045
29,Burkina Faso,,
30,Burma,,
31,Burundi,,
32,Cambodia,,
33,Cameroon,,
34,Canada,,
35,Cayman Is,,
36,Central African Rep,,
37,Chad,,
38,Chile,,
39,China,,
40,Colombia,,
41,Comoros,,
42,Congo,,
43,Costa Rica,,
44,Croatia,-0.995,2.385
45,Cuba,,
46,Curaçao,,
47,Cyprus,,
48,Czechia,-0.554,1.46
49,Côte d'Ivoire,,
50,Dem. Rep. Congo,,
51,Denmark,-0.261,2.473
52,Djibouti,,
53,Dominica,,
54,Dominican Rep,,
55,Ecuador,,
56,Egypt,,
57,El Salvador,,
58,Eq. Guinea,,
59,Eritrea,,
60,Estonia,-0.157,2.002
61,Ethiopia,,
62,Faeroe Is,-0.662,1.082
63,Falkland Is,,
64,Fiji,,
65,Finland,-0.169,1.595
66,Fr. Polynesia,,
67,Fr. S. Antarctic Lands,,
68,France,-0.989,2.289
69,French Guiana,,
70,Gabon,,
71,Gambia,,
72,Gaza Strip,,
73,Georgia,,
74,Germany,-0.537,2.428
75,Ghana,,
76,Greece,-1.032,1.951
77,Greenland,-1.16,1.404
78,Guadeloupe,,
79,Guam,,
80,Guatemala,,
81,Guernsey,-0.843,1.132
82,Guinea,,
83,Guinea-Bissau,,
84,Guyana,,
85,Haiti,,
86,Heard I. and McDonald Is,,
87,Honduras,,
88,Hong Kong,,
89,Hungary,-0.772,2.391
90,Iceland,-0.801,1.754
91,India,,
92,Indonesia,,
93,Iran,,
94,Iraq,,
95,Ireland,-0.809,2.124
96,Isle of Man,-0.623,1.136
97,Israel,,
98,Italy,-1.146,2.228
99,Jamaica,,
100,Japan,,
101,Jersey,-0.843,1.132
102,Jordan,,
103,Kazakhstan,,
104,Kenya,,
105,Kuwait,,
106,Kyrgyzstan,,
107,Laos,,
108,Latvia,-0.031,2.133
109,Lebanon,,
110,Lesotho,,
111,Liberia,,
112,Libya,,
113,Liechtenstein,-1.001,2.318
114,Lithuania,0.032,2.26
115,Luxembourg,-0.737,2.518
116,Macao,,
117,Macedonia,-0.982,2.126
118,Madagascar,,
119,Malawi,,
120,Malaysia,,
121,Mali,,
122,Malta,-1.011,2.015
123,Martinique,,
124,Mauritania,,
125,Mauritius,,
126,Mayotte,,
127,Mexico,,
128,Moldova,-0.662,2.055
129,Mongolia,,
130,Montenegro,-0.985,2.214
131,Montserrat,,
132,Morocco,-0.848,1.694
133,Mozambique,,
134,Namibia,,
135,Nepal,,
136,Netherlands,-0.522,2.609
137,New Caledonia,,
138,New Zealand,,
139,Nicaragua,,
140,Niger,,
141,Nigeria,,
142,Niue,,
143,North Korea,,
144,Norway,-0.322,1.991
145,Oman,,
146,Pakistan,,
147,Palau,,
148,Palestine,,
149,Panama,,
150,Papua New Guinea,,
151,Paraguay,,
152,Peru,,
153,Philippines,,
154,Poland,-0.258,2.35
155,Portugal,-0.999,1.858
156,Puerto Rico,,
157,Qatar,,
158,Reunion,,
159,Romania,-0.751,2.16
160,Russia,,
161,Rwanda,,
162,S. Geo. and the Is,,
163,Saint Lucia,,
164,Samoa,,
165,San Marino,-1.177,2.3
166,Saudi Arabia,,
167,Senegal,,
168,Serbia,-0.724,1.641
169,Seychelles,,
170,Sierra Leone,,
171,Singapore,,
172,Slovakia,-0.678,2.389
173,Slovenia,-1.046,2.39
174,Solomon Is,,
175,Somalia,,
176,South Africa,,
177,South Korea,,
178,Spain,-1.033,2.013
179,Sri Lanka,,
180,St. Pierre and Miquelon,-0.731,1.071
181,St. Vin. and Gren,,
182,Sudan,,
183,Suriname,,
184,Svalbard and Jan Mayen,-0.454,2.026
185,Swaziland,,
186,Sweden,-0.184,2.117
187,Switzerland,-1.045,2.334
188,Syria,,
189,São Tomé and Principe,,
190,Taiwan,,
191,Tajikistan,,
192,Tanzania,,
193,Thailand,,
194,Timor-Leste,,
195,Togo,,
196,Tonga,,
197,Trinidad and Tobago,,
198,Tunisia,-0.992,1.92
199,Turkey,,
200,Turkmenistan,,
201,Turks and Caicos Is,,
202,U.S. Virgin Is,,
203,Uganda,,
204,Ukraine,-0.572,1.998
205,United Arab Emirates,,
206,United Kingdom,-0.719,2.308
207,United States,,
208,Uruguay,,
209,Uzbekistan,,
210,Venezuela,,
211,Vietnam,,
212,W. Sahara,,
213,Yemen,,
214,Zambia,,
215,Zimbabwe,,
216,Åland,-0.249,1.103
