,Country,Anomaly,Unc.
0,Afghanistan,-0.888,0.738
1,Albania,-1.2,0.576
2,Algeria,-0.782,0.647
3,Andorra,-0.75,0.616
4,Angola,,
5,Anguilla,-0.746,0.515
6,Antarctica,,
7,Antigua and Barb,,
8,Argentina,,
9,Armenia,-0.946,0.466
10,Aruba,-0.726,0.662
11,Australia,,
12,Austria,-0.952,0.717
13,Azerbaijan,-0.963,0.455
14,Bahamas,-0.199,1.071
15,Bahrain,,
16,Bangladesh,-0.786,0.898
17,Barbados,-0.806,0.474
18,Belarus,-1.079,0.627
19,Belgium,-0.92,0.665
20,Belize,,
21,Benin,,
22,Bhutan,-0.709,0.937
23,Bolivia,,
24,Bosnia and Herz,-1.147,0.621
25,Botswana,,
26,Brazil,,
27,British Virgin Is,-0.721,0.557
28,Bulgaria,-1.141,0.577
29,Burkina Faso,,
30,Burma,-0.799,0.547
31,Burundi,,
32,Cambodia,,
33,Cameroon,,
34,Canada,-0.589,0.845
35,Cayman Is,-0.167,0.993
36,Central African Rep,,
37,Chad,,
38,Chile,,
39,China,-1.001,0.566
40,Colombia,,
41,Comoros,,
42,Congo,,
43,Costa Rica,,
44,Croatia,-1.101,0.665
45,Cuba,-0.187,0.7
46,Curaçao,-0.778,0.634
47,Cyprus,-1.053,0.623
48,Czechia,-1.049,0.673
49,Côte d'Ivoire,-0.762,0.712
50,Dem. Rep. Congo,-0.823,0.476
51,Denmark,-1.056,0.682
52,Djibouti,,
53,Dominica,-0.778,0.415
54,Dominican Rep,,
55,Ecuador,,
56,Egypt,,
57,El Salvador,,
58,Eq. Guinea,,
59,Eritrea,,
60,Estonia,-1.222,0.661
61,Ethiopia,,
62,Faeroe Is,-0.442,0.744
63,Falkland Is,,
64,Fiji,,
65,Finland,-1.067,0.75
66,Fr. Polynesia,,
67,Fr. S. Antarctic Lands,,
68,France,-0.797,0.651
69,French Guiana,-0.658,0.423
70,Gabon,,
71,Gambia,-0.651,0.558
72,Gaza Strip,-1.05,0.812
73,Georgia,-0.91,0.409
74,Germany,-1.074,0.695
75,Ghana,,
76,Greece,-1.234,0.601
77,Greenland,-0.404,1.271
78,Guadeloupe,-0.757,0.484
79,Guam,,
80,Guatemala,,
81,Guernsey,-0.531,0.808
82,Guinea,-0.689,0.506
83,Guinea-Bissau,-0.673,0.528
84,Guyana,-0.79,0.545
85,Haiti,,
86,Heard I. and McDonald Is,,
87,Honduras,,
88,Hong Kong,-0.762,0.693
89,Hungary,-1.082,0.65
90,Iceland,-0.579,0.938
91,India,-0.786,0.812
92,Indonesia,,
93,Iran,-0.837,0.699
94,Iraq,-0.937,0.737
95,Ireland,-0.492,0.602
96,Isle of Man,-0.459,0.903
97,Israel,-1.078,0.711
98,Italy,-1.051,0.631
99,Jamaica,,
100,Japan,-0.79,1.058
101,Jersey,-0.531,0.808
102,Jordan,-1.083,0.749
103,Kazakhstan,-1.393,0.797
104,Kenya,,
105,Kuwait,,
106,Kyrgyzstan,-1.206,0.659
107,Laos,,
108,Latvia,-1.131,0.663
109,Lebanon,-1.01,0.674
110,Lesotho,,
111,Liberia,-0.744,0.468
112,Libya,,
113,Liechtenstein,-0.952,0.674
114,Lithuania,-1.11,0.617
115,Luxembourg,-0.959,0.669
116,Macao,-0.77,0.705
117,Macedonia,-1.216,0.586
118,Madagascar,,
119,Malawi,,
120,Malaysia,,
121,Mali,,
122,Malta,-0.968,0.556
123,Martinique,-0.77,0.461
124,Mauritania,-0.595,0.663
125,Mauritius,,
126,Mayotte,-0.881,0.499
127,Mexico,-0.49,0.555
128,Moldova,-0.861,0.674
129,Mongolia,-1.467,0.673
130,Montenegro,-1.167,0.565
131,Montserrat,-0.754,0.491
132,Morocco,-0.629,0.684
133,Mozambique,,
134,Namibia,,
135,Nepal,-0.762,0.913
136,Netherlands,-0.919,0.746
137,New Caledonia,,
138,New Zealand,,
139,Nicaragua,,
140,Niger,,
141,Nigeria,,
142,Niue,,
143,North Korea,-1.105,0.874
144,Norway,-0.85,0.799
145,Oman,,
146,Pakistan,-0.854,0.729
147,Palau,,
148,Palestine,,
149,Panama,,
150,Papua New Guinea,,
151,Paraguay,,
152,Peru,,
153,Philippines,,
154,Poland,-1.091,0.683
155,Portugal,-0.433,0.674
156,Puerto Rico,,
157,Qatar,,
158,Reunion,,
159,Romania,-1.126,0.564
160,Russia,-1.109,0.687
161,Rwanda,,
162,S. Geo. and the Is,,
163,Saint Lucia,-0.803,0.446
164,Samoa,,
165,San Marino,-1.162,0.677
166,Saudi Arabia,,
167,Senegal,-0.646,0.571
168,Serbia,-1.221,0.758
169,Seychelles,,
170,Sierra Leone,-0.7,0.497
171,Singapore,-0.918,0.436
172,Slovakia,-1.079,0.74
173,Slovenia,-1.079,0.722
174,Solomon Is,,
175,Somalia,,
176,South Africa,,
177,South Korea,-0.994,0.776
178,Spain,-0.546,0.622
