,Country,Anomaly,Unc.
0,Afghanistan,,
1,Albania,-1.01,0.825
2,Algeria,,
3,Andorra,-0.65,1.327
4,Angola,,
5,Anguilla,,
6,Antarctica,,
7,Antigua and Barb,,
8,Argentina,,
9,Armenia,,
10,Aruba,,
11,Australia,,
12,Austria,-1.892,1.222
13,Azerbaijan,,
14,Bahamas,-0.033,0.863
15,Bahrain,,
16,Bangladesh,,
17,Barbados,,
18,Belarus,-1.74,1.018
19,Belgium,-1.828,1.332
20,Belize,,
21,Benin,,
22,Bhutan,,
23,Bolivia,,
24,Bosnia and Herz,-1.357,1.048
25,Botswana,,
26,Brazil,,
27,British Virgin Is,,
28,Bulgaria,-1.125,0.971
29,Burkina Faso,,
30,Burma,,
31,Burundi,,
32,Cambodia,,
33,Cameroon,,
34,Canada,,
35,Cayman Is,,
36,Central African Rep,,
37,Chad,,
38,Chile,,
39,China,,
40,Colombia,,
41,Comoros,,
42,Congo,,
43,Costa Rica,,
44,Croatia,-1.496,1.137
45,Cuba,,
46,Curaçao,,
47,Cyprus,,
48,Czechia,-2.253,1.269
49,Côte d'Ivoire,,
50,Dem. Rep. Congo,,
51,Denmark,-1.925,1.138
52,Djibouti,,
53,Dominica,,
54,Dominican Rep,,
55,Ecuador,,
56,Egypt,,
57,El Salvador,,
58,Eq. Guinea,,
59,Eritrea,,
60,Estonia,-1.589,0.727
61,Ethiopia,,
62,Faeroe Is,-0.705,1.134
63,Falkland Is,,
64,Fiji,,
65,Finland,-1.314,1.089
66,Fr. Polynesia,,
67,Fr. S. Antarctic Lands,,
68,France,-1.151,1.328
69,French Guiana,,
70,Gabon,,
71,Gambia,,
72,Gaza Strip,,
73,Georgia,,
74,Germany,-2.051,1.259
75,Ghana,,
76,Greece,-0.841,0.757
77,Greenland,,
78,Guadeloupe,,
79,Guam,,
80,Guatemala,,
81,Guernsey,-0.926,1.318
82,Guinea,,
83,Guinea-Bissau,,
84,Guyana,,
85,Haiti,,
86,Heard I. and McDonald Is,,
87,Honduras,,
88,Hong Kong,,
89,Hungary,-1.906,1.237
90,Iceland,,
91,India,,
92,Indonesia,,
93,Iran,,
94,Iraq,,
95,Ireland,-0.493,1.199
96,Isle of Man,-0.487,1.469
97,Israel,,
98,Italy,-1.025,0.973
99,Jamaica,,
100,Japan,,
101,Jersey,-0.926,1.318
102,Jordan,,
103,Kazakhstan,,
104,Kenya,,
105,Kuwait,,
106,Kyrgyzstan,,
107,Laos,,
108,Latvia,-1.793,0.85
109,Lebanon,,
110,Lesotho,,
111,Liberia,,
112,Libya,,
113,Liechtenstein,-1.663,1.183
114,Lithuania,-2.018,0.985
115,Luxembourg,-1.836,1.334
116,Macao,,
117,Macedonia,-1.066,0.882
118,Madagascar,,
119,Malawi,,
120,Malaysia,,
121,Mali,,
122,Malta,-0.307,0.482
123,Martinique,,
124,Mauritania,,
125,Mauritius,,
126,Mayotte,,
127,Mexico,,
128,Moldova,-1.455,1.146
129,Mongolia,,
130,Montenegro,-1.165,0.927
131,Montserrat,,
132,Morocco,,
133,Mozambique,,
134,Namibia,,
135,Nepal,,
136,Netherlands,-1.899,1.245
137,New Caledonia,,
138,New Zealand,,
139,Nicaragua,,
140,Niger,,
141,Nigeria,,
142,Niue,,
143,North Korea,,
144,Norway,-1.267,1.106
145,Oman,,
146,Pakistan,,
147,Palau,,
148,Palestine,,
149,Panama,,
150,Papua New Guinea,,
151,Paraguay,,
152,Peru,,
153,Philippines,,
154,Poland,-2.289,1.171
155,Portugal,-0.107,1.148
156,Puerto Rico,,
157,Qatar,,
158,Reunion,,
159,Romania,-1.51,1.095
160,Russia,,
161,Rwanda,,
162,S. Geo. and the Is,,
163,Saint Lucia,,
164,Samoa,,
165,San Marino,-1.252,1.081
166,Saudi Arabia,,
167,Senegal,,
168,Serbia,-1.255,1.073
169,Seychelles,,
170,Sierra Leone,,
171,Singapore,,
172,Slovakia,-2.194,1.225
173,Slovenia,-1.551,1.203
174,Solomon Is,,
175,Somalia,,
176,South Africa,,
177,South Korea,,
178,Spain,-0.274,1.213
179,Sri Lanka,-0.155,0.713
180,St. Pierre and Miquelon,-0.281,1.283
181,St. Vin. and Gren,,
182,Sudan,,
183,Suriname,,
184,Svalbard and Jan Mayen,-0.175,2.169
185,Swaziland,,
186,Sweden,-1.625,0.96
187,Switzerland,-1.559,1.355
188,Syria,,
189,São Tomé and Principe,,
190,Taiwan,,
191,Tajikistan,,
192,Tanzania,,
193,Thailand,,
194,Timor-Leste,,
195,Togo,,
196,Tonga,,
197,Trinidad and Tobago,,
198,Tunisia,-0.123,0.623
199,Turkey,,
200,Turkmenistan,,
201,Turks and Caicos Is,,
202,U.S. Virgin Is,,
203,Uganda,,
204,Ukraine,-1.41,1.144
205,United Arab Emirates,,
206,United Kingdom,-0.904,1.256
207,United States,,
208,Uruguay,,
209,Uzbekistan,,
210,Venezuela,,
211,Vietnam,,
212,W. Sahara,,
213,Yemen,,
214,Zambia,,
215,Zimbabwe,,
216,Åland,-1.851,1.726
